106.783423,22.814439
105.353603,23.358744
104.601493,22.839961
103.966334,22.503281
103.327066,22.807371
102.878632,22.589346
102.131503,22.429751
101.177639,21.3539
100.955416,21.696375
100.830978,21.630784
100.289291,21.478479
100.122511,21.539407
99.947782,21.839631
99.576851,22.093742
99.179053,22.182463
99.327836,22.717299
99.390016,22.79457
99.446473,22.883436
99.051077,23.160984
98.891628,23.207239
98.729205,23.786977
98.538282,24.126866
98.059887,24.075357
97.565388,23.966311
97.691259,24.291651
97.549073,24.732537
97.755654,25.093326
98.574192,25.834449
98.684227,26.296497
98.73626,26.961206
98.652442,27.576161
98.218129,27.77866
97.500523,28.340442
97.308153,28.066164
96.988124,27.845001
96.402899,28.149532
94.387162,27.584836
90.47936,28.044704
88.555374,28.041592
86.252678,27.971426
85.499496,28.328689
84.038179,29.291999
81.415408,30.390633
78.769222,31.463093
78.531534,32.111958
79.227593,32.807799
78.757056,34.097143
77.487084,35.476088
75.872758,36.66319
74.861724,38.053811
74.706809,40.346572
77.684792,41.007798
78.355299,41.393286
80.254426,42.341811
80.304222,42.836627
80.46116,42.8563
80.522619,43.837919
80.510012,43.907403
80.47856,43.934354
80.463922,43.97355
80.413302,44.265597
81.886336,45.27741
85.688508,47.2392
85.683446,48.289809
86.597756,48.577924
86.737211,48.932537
87.829014,48.825639
90.633111,47.135974
98.345544,42.646851
112.554942,44.983876
119.696699,47.20462
119.570122,47.248313
119.538549,47.30887
119.415847,47.386535
118.240362,48.030023
117.926442,48.01591
117.980393,49.616736
118.327287,49.769059
118.563123,49.912229
118.864024,49.972248
119.152723,50.028456
119.346294,50.192297
119.162374,50.418838
119.503502,50.887939
119.815729,51.214662
120.199932,51.699753
120.649253,52.363697
120.346121,52.901783
121.673891,53.381253
125.73684,52.943564
126.924203,51.242821
130.729572,48.036085
134.745739,47.683835
133.496556,45.793153
133.19649,45.494846
133.10859,45.242544
133.021439,45.050945
131.817789,45.281536
131.567277,45.045805
131.306489,44.941633
131.073948,44.880304
131.069995,44.774315
131.274653,44.166696
131.235251,43.854571
131.20713,43.552334
131.275734,43.362947
131.189,43.117748
131.149621,42.968499
130.992399,42.858505
130.726858,42.831359
130.426596,42.743692
130.603321,42.641904
130.607005,42.445316
129.761277,42.617604
129.027779,42.101416
128.139482,41.785208
128.275042,41.647281
128.254804,41.506863
128.019669,41.427864
127.753667,41.42772
127.335378,41.47071
127.109541,41.638079
126.777354,41.709411
126.506824,41.386143
125.997872,40.931532
124.967299,40.462681
124.592544,40.27216
124.504244,40.202353
124.34934,39.985679
124.196848,39.852223
122.808867,39.559868
121.644307,38.861317
121.598804,39.230632
122.233228,40.510507
119.662322,39.920364
118.59753,38.97942
119.944595,37.416314
122.018714,37.530848
122.680691,37.374377
121.763574,36.853527
120.862088,36.377016
120.413953,36.05736
120.265529,36.014014
119.665756,35.581552
121.767121,32.040269
121.96832,29.249993
121.151431,27.807296
120.571488,27.228218
119.84606,26.57655
119.668101,26.220295
119.828046,25.491422
119.549219,25.373895
119.125453,25.175833
118.898583,25.092302
118.739896,24.707854
117.498604,23.667316
115.581919,22.673212
114.604644,22.651585
114.114268,22.533793
112.686054,21.810519
110.888561,21.367577
108.704035,21.626686
107.775508,21.64383
106.696711,22.012842
106.620763,22.334205
106.566939,22.462995
106.699306,22.580827
106.783231,22.705638
